Priority	23dpg[c]	2pg[c]	3pg[c]	param_PGMd_total	param_pH	param_Temp	FileFlag	Target_Data
1	0.0001	0.0007564036240516448	0	1	7	30	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/relRateRev_2pg.txt"	0.7992399910868982
1	0.0001	0.0011988189545123664	0	1	7	30	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/relRateRev_2pg.txt"	0.8631931113967899
1	0.0001	0.0018999999999999996	0	1	7	30	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/relRateRev_2pg.txt"	0.9090909090909092
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	0	1	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateFor.txt"	626.7176791692085
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
1	0.0001	1	0	1	7	37	"/home/mrama/Dropbox/MASSef/examples/PGMd/fit_PGMd/input/absRateRev.txt"	417.8117861128057
