RPI	ara5p	r5p	ru5p-D	E_total	pH	Temp	FileFlag	Target_Data
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/inhibRatio_Ki_ara5p.txt	0.002099999925121665
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
0.830637583557929	0	0	0	1	7.5	37.	/home/marta/Dropbox/Kinetics/Enzymes_new/RPIa/Parameter_Fitting/Development/haldaneRatio.txt	0.830637583557929
