Priority	3psme[c]	pep[c]	pi[c]	skm5p[c]	param_PSCVT_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0.000052749615061701256	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.7152527510491988
1	0	0.0000836025058162344	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.7992399910868982
1	0	0.00013250104234084062	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.86319311139679
1	0	0.00021000000000000012	0	assumedSaturatingConc	1	7	30	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\relRateFor_pep.txt"	0.9090909090909092
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.49157769993091
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
1	0	assumedSaturatingConc	0	assumedSaturatingConc	1	7	37	"C:\MASSef\Enzyme\PSCVT\fit_LIPOCT_typeII\input\absRateFor.txt"	107.68149214816401
