ENO,ec_number,4.2.1.11,,,,,,,,,,,,,
,kcat,"g3p,Null;nad,Null;pi,Null",268,"262.0,274.0,",,1/s,8.9,22,"teoa,0.04",,,Not Reported,10190977,E. coli strain DS112,
,Kd,nad,0.00000032,"0.00000025,0.00000039",,M,8.9,22,"teoa,0.04",,,Not Reported,10190977,E. coli strain DS112,
TALA2,ec_number,2.2.1.2,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,g3p[c] + s7p[c] <-> e4p[c] + f6p[c],,,,,,,,,,,,,
,,type,order,experiment,reference,strain,notes,,,,,,,,
,mechanism,Ping Pong Bi Bi,"[f6p,g3p,e4p,s7p]",Crystallography,8805555,E. coli K-12 cells (strain DH5/pGSJ451),Schiff-base intermediate,,,,,,,,
,structure,2,,Crystallography,8805555,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,
,active_sites,2,,Crystallography,8805555,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",inhib info,experiment,reference,strain,notes
,Keq,"g3p,Null;s7p,Null",1.31,,,,7.5,,,,,,equilibrator,,Is=0.25
,Km,g3p,0.000038,,,M,8.5,30,"glygly,0.05",,,Lineweaver-Burk,7592346,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference "
,Km,e4p,0.00009,,,M,8.5,30,"glygly,0.05",,,Lineweaver-Burk,7592346,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference "
,Km,r5p,0.031,,,M,8.5,30,"glygly,0.05",,,Lineweaver-Burk,7592346,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference "
,Km,f6p,0.0012,,,M,8.5,30,"glygly,0.05",,,Lineweaver-Burk,7592346,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference "
,Km,s7p,0.000285,,,M,8.5,30,"glygly,0.05",,,Lineweaver-Burk,7592346,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference "
,kcat,"f6p,Null;e4p,0.002",71.4,,,1/s,8.5,30,"glygly,0.05",,,Excel (Unspecified linear fitting),11298760,E. coli strain LJ110 (W3110),"Assay buffer and temperature conditions were not expicitly stated, but implied through referenced methods"
,kcat,"e4p,Null;f6p,0.05",79.4,,,1/s,8.5,30,"glygly,0.05",,,Excel (Unspecified linear fitting),11298760,E. coli strain LJ110 (W3110),"Assay buffer and temperature conditions were not expicitly stated, but implied through referenced methods"
,Kic,pi,0.019,"0.016,0.022",,M,8.5,30,"glygly,0.05",,"Competitive,e4p,0.00009;Competitive,g3p,0.000038;Competitive,f6p,0.0012;Competitive,s7p,0.000285",Lineweaver-Burk,7592346,E. coli K-12 cells (strain DH5/pGSJ451),
End,End,End,End,,End,End,End,End,End,End,End,End,End,,
