ICL,ec_number,4.1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kd,amp,0.17,"[0.15,0.17]","[accoa,ooa],[0.1,0.1];KCl,100",[mM],7.8,21,20 mM Tris-Cl,,Allosteric,GLENLSS Program,RF8,E. coli strain HB101 w/ pHSgltA,Substrate is 5'amp,,,,,,,,,,,,,,,,
,Kd,adp,0.21,"[0.20,0.22]","[accoa,ooa],[0.1,0.1];KCl,100",[mM],7.8,21,20 mM Tris-Cl,,Allosteric,GLENLSS Program,RF8,E. coli strain HB101 w/ pHSgltA,Substrate is 5'adp,,,,,,,,,,,,,,,,
,Ki,akg,0.093,"[0.075,0.108]","[accoa,ooa],[0.1,0.1];KCl,100",[mM],7.8,21,20 mM Tris-Cl,,"[C], [ooa]",GLENLSS Program,RF6,,,,,,,,,,,,,,,,,,
PFK1,ec_number,2.7.1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,bi-bi (iso-ordered),"[f6p,atp,fbp,adp]",,Trypanosoma (Schizotrypanum) cruzi,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,Crystallography,,E.  coli  w/  pHE1001 or  pHE1007,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,Crystallography,,E.  coli  w/  pHE1001 or  pHE1007,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Allosteric Sites,,4,,,,,,,,,Crystallography,RF13,E.  coli  w/  pHE1001 or  pHE1007,,,,,,,,,,,,,,,,,
,kcat,"[f6p,atp]",110.7,"[108.1,113.3]",,[1/s],8.5,30,"0.1 M MES, 0.051 M N-ethylmorpholine, and 0.051 M diethanolamine",,,GraFit (Hill Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,,,,,,,,,,,,,,,,,
,n,,2.11,"[2.00,2.22]",,,8.5,30,"0.1 M MES, 0.051 M N-ethylmorpholine, and 0.051 M diethanolamine",,,GraFit (Hill Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,,,,,,,,,,,,,,,,,
,Km,atp,0.09,"[0.054,0.126]","f6p,1;gdp,1",[mM],8.5,30,"0.1 M MES, 0.051 M N-ethylmorpholine, and 0.051 M diethanolamine",,,GraFit (Michaelis-Menten Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,Km is a K0.5,,,,,,,,,,,,,,,,
,Km,f6p,0.09,"[0.054,0.126]","atp,1;gdp,1",[mM],8.5,30,"0.1 M MES, 0.051 M N-ethylmorpholine, and 0.051 M diethanolamine",,,GraFit (Hill Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,Km is a K0.5,,,,,,,,,,,,,,,,
,Km,gdp,4.2,[2.93.5.47],"[atp,f6p],[0.50,0.04];",[mM],8.5,30,"0.1 M MES, 0.051 M N-ethylmorpholine, and 0.051 M diethanolamine",,,GraFit (Hill Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,Km is a K0.5,,,,,,,,,,,,,,,,
,Ka,adp,0.025,,,[mM],8.5,28,50 mM Tris  buffer,,,Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
,Ki,pep,0.75,"[0.7,0.8]",,[mM],8.5,28,50 mM Tris  buffer,,"[NC,NC],[f6p,atp]",Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
,Ka,gdp,0.04,"[0.035,0.045]",,[mM],8.5,28,50 mM Tris  buffer,,,Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
,L0,,4000000,,,,8.5,28,50 mM Tris  buffer,,,Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
,Ki,adp,0.2,,,[mM],8.5,28,50 mM Tris  buffer,,"[NC,C],[F6P,ATP]",Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
GLCptspp,ec_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,kf1,"[EI, PEP]",32666.66667,,,[1/(mM*S)],,,,,,,RF36; RF18; RF26; RF27; RF29; RF30,,,,,,,,,,,,,,,,,,
,kr1,[EI*P*Pyr],8000,,,[1/S],,,,,,,RF36; RF18; RF26; RF27; RF29; RF30,,,,,,,,,,,,,,,,,,
,kf2,[EI*P*Pyr],1800,,,[1/S],,,,,,,RF36; RF18; RF26; RF27; RF29; RF30,,,,,,,,,,,,,,,,,,
,kr2,"[EI*P, Pyr]",4900,,,[1/(mM*S)],,,,,,,RF36; RF18; RF26; RF27; RF29; RF30,,,,,,,,,,,,,,,,,,
,Km,PEP,0.3,,,[mM],,,,,,,RF36; RF18; RF26; RF27; RF29; RF30,,,,,,,,,,,,,,,,,,
,Km,Pyr,2,,,[mM],,,,,,,RF36; RF18; RF26; RF27; RF29; RF30,,,,,,,,,,,,,,,,,,
,KeqI,,1.5,,,,,,,,,,RF36; RF18; RF26; RF27; RF29; RF30,,,,,,,,,,,,,,,,,,
,kf3,"[EI*P, HPr]",233333.3333,,,[1/(mM*S)],,,,,,,RF36; RF17; RF22; RF26; RF27; RF29; RF31; RF32; RF33,,,,,,,,,,,,,,,,,,
,kr3,[EI*P*HPr],233.3333333,,,[1/S],,,,,,,RF36; RF17; RF22; RF26; RF27; RF29; RF31; RF32; RF33,,,,,,,,,,,,,,,,,,
,kf4,[EI*P*HPr],1400,,,[1/S],,,,,,,RF36; RF17; RF22; RF26; RF27; RF29; RF31; RF32; RF33,,,,,,,,,,,,,,,,,,
,kr4,"[EI, HPr*P]",56000,,,[1/(mM*S)],,,,,,,RF36; RF17; RF22; RF26; RF27; RF29; RF31; RF32; RF33,,,,,,,,,,,,,,,,,,
,Km,HPr,0.007,,,[mM],,,,,,,RF36; RF17; RF22; RF26; RF27; RF29; RF31; RF32; RF33,,Based on an assumed affinity of 10:1,,,,,,,,,,,,,,,,
,KeqII,,25,,,[],,,,,,,RF36; RF17; RF22; RF26; RF27; RF29; RF31; RF32; RF33,,,,,,,,,,,,,,,,,,
,kf5,"[HPr*P,IIA(Glc)]",366000,,,[1/(mM*S)],,,,,,,RF36; RF18; RF23; RF28; RF33; RF34,,,,,,,,,,,,,,,,,,
,kr5,[HPr*P*IIA(Glc)],366,,,[1/S],,,,,,,RF36; RF18; RF23; RF28; RF33; RF34,,,,,,,,,,,,,,,,,,
,kf6,[HPr*P*IIA(Glc)],73.2,,,[1/S],,,,,,,RF36; RF18; RF23; RF28; RF33; RF34,,,,,,,,,,,,,,,,,,
,kr6,"[HPr, IIA(Glc)*P]",56400,,,[1/(mM*S)],,,,,,,RF36; RF18; RF23; RF28; RF33; RF34,,,,,,,,,,,,,,,,,,
,Km,HPr*P,0.0012,,,[mM],,,,,,,RF36; RF18; RF23; RF28; RF33; RF34,,,,,,,,,,,,,,,,,,
,kf7,"[IIA(Glc)*P, IICB(Glc)]",14666.66667,,,[1/(mM*S)],,,,,,,RF36; RF21; RF33; RF35,,,,,,,,,,,,,,,,,,
,kr7,[IIA(Glc)*P*IICB(Glc)],14.66666667,,,[1/S],,,,,,,RF36; RF21; RF33; RF35,,,,,,,,,,,,,,,,,,
,kf8,[IIA(Glc)*P*IICB(Glc)],44,,,[1/S],,,,,,,RF36; RF21; RF33; RF35,,,,,,,,,,,,,,,,,,
,kr8,"[IIA(Glc), IICB(Glc)*P]",16000,,,[1/(mM*S)],,,,,,,RF36; RF21; RF33; RF35,,,,,,,,,,,,,,,,,,
,Km,IIA(Glc)*P,0.004,,,[mM],,,,,,,RF36; RF21; RF33; RF35,,Based on an assumed affinity of ??,,,,,,,,,,,,,,,,
,kf9,"[IICB(Glc)*P, Glc]",4333.333333,,,[1/(mM*S)],,,,,,,RF36; RF19; RF20; RF24; RF25; RF27,,,,,,,,,,,,,,,,,,
,kr9,[IICB(Glc)*P*Glc],6.483333333,,,[1/S],,,,,,,RF36; RF19; RF20; RF24; RF25; RF27,,,,,,,,,,,,,,,,,,
,kf10,[IICB(Glc)*P*Glc],80,,,[1/S],,,,,,,RF36; RF19; RF20; RF24; RF25; RF27,,,,,,,,,,,,,,,,,,
,kr10,"[IICB(Glc), Glc*P]",0.09,,,[1/(mM*S)],,,,,,,RF36; RF19; RF20; RF24; RF25; RF27,,,,,,,,,,,,,,,,,,
,Km,Glc,0.02,,,[mM],,,,,,,RF36; RF19; RF20; RF24; RF25; RF27,,,,,,,,,,,,,,,,,,
,Kd,Glc,0.0015,,,[mM],,,,,,,RF36; RF19; RF20; RF24; RF25; RF27,,,,,,,,,,,,,,,,,,
,KeqV,,590000,,,[],,,,,,,RF36; RF19; RF20; RF24; RF25; RF27,,,,,,,,,,,,,,,,,,
,Ki,akg,1.3,"[1.2,1.4]",,[mM],,,,,,,RF37,,,,,,,,,,,,,,,,,,
,n,,1.8,"[1.6,2.0]",,,,,,,,,RF37,,,,,,,,,,,,,,,,,,
NDHi,ec_number,1.6.5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ping-Pong with ordered proton translocation,"[nadh,nad,q8,4h(cyt),4h(pp),q8h2]",,General Model,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,13,,Crystallography,,E. coli strain BL21,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,1,,,,E. coli strain BL21,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Ki,nad,0.93,,"[nadh,har],[varied,0.350];",[mM],7.5,Not Reported,25 mM HEPES–BTP,3.5 mM KCl,"[C],[nadh]",Dixon plots,RF135,E. coli strain GR70N,har[hexaammineruthenium(III) chloride] is a substituted electron acceptor,,,,,,,,,,,,,,,,
,Ki,adp-ribose,0.97,,"[nadh,har],[varied,0.350];",[mM],7.5,Not Reported,25 mM HEPES–BTP,3.5 mM KCl,"[C],[nadh]",Dixon plots,RF135,E. coli strain GR70N,har[hexaammineruthenium(III) chloride] is a substituted electron acceptor,,,,,,,,,,,,,,,,
,kcat,"[nadh,Ubiquinone-2]",75,"[50,100]",,[1/S],7.5,25,50 mM Tris/HCl,,,Not Reported,RF38,E. coli B wild type,Avg. of a range,,,,,,,,,,,,,,,,
,Km,nadh,0.0104,,"har,0.5;",[mM],7.5,Not Reported,25 mM HEPES–BTP,3.5 mM KCl,,Double Reciprocal Plot,RF135,E. coli strain GR70N,har[hexaammineruthenium(III) chloride] is a substituted electron acceptor,,,,,,,,,,,,,,,,
,Vmax,Ubiquinone-1,0.0028,,"nadh,0.1;",[mM(nadh)/min/mg(protein)],6.5,30,50 mM KPO4,,,Eadie-Hofstee double reciprocal plots,RF134,E. colistrain MWC215,,,,,,,,,,,,,,,,,
,Km,Ubiquinone-1,0.4,,"nadh,0.1;",[mM],6.5,30,50 mM KPO4,,,Eadie-Hofstee double reciprocal plots,RF134,E. colistrain MWC215,,,,,,,,,,,,,,,,,
,Vmax,Ubiquinone-2,0.0027,,"nadh,0.1;",[mM(nadh)/min/mg(protein)],6.5,30,50 mM KPO4,,,Eadie-Hofstee double reciprocal plots,RF134,E. colistrain MWC215,,,,,,,,,,,,,,,,,
,Km,Ubiquinone-2,0.083,,"nadh,0.1;",[mM],6.5,30,50 mM KPO4,,,Eadie-Hofstee double reciprocal plots,RF134,E. colistrain MWC215,,,,,,,,,,,,,,,,,
,Vmax,decylubiquinone,0.002,,"nadh,0.1;",[mM(nadh)/min/mg(protein)],6.5,30,50 mM KPO4,,,Eadie-Hofstee double reciprocal plots,RF134,E. colistrain MWC215,,,,,,,,,,,,,,,,,
,Km,decylubiquinone,0.066,,"nadh,0.1;",[mM],6.5,30,50 mM KPO4,,,Eadie-Hofstee double reciprocal plots,RF134,E. colistrain MWC215,,,,,,,,,,,,,,,,,
NDHii,ec_number,1.6.5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,1,,SDS-PAGE,,E. coli strain HN3-XL1,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,nadh,0.034,,"Ubiquinone-1,0.15;",[mM],7.5,30,50 mM potassium phosphate,150 mM NaCl,,Non-linear fitting,RF40,E. coli strain HN3-XL1,Apparent Value,,,,,,,,,,,,,,,,
,Vmax,nadh,106,,"Ubiquinone-1,0.045;",[mmol nadh/(mg protein)/min],7.5,30,50 mM potassium phosphate,150 mM NaCl,,Non-linear fitting,RF40,E. coli strain HN3-XL1,0.040 mg protein,,,,,,,,,,,,,,,,
,Km,Ubiquinone-1,0.0059,,"nadh,0.045;",[mM],7.5,30,50 mM potassium phosphate,150 mM NaCl,,Non-linear fitting,RF40,E. coli strain HN3-XL1,Apparent Value,,,,,,,,,,,,,,,,
SUCDi,ec_number,1.3.5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,3,,Crystallography,,E. coli (Unspecified strain),,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,3,,Crystallography,,E. coli (Unspecified strain),,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,Ubiquinone-1,0.002,,"succ,10;",[mM],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,kcat,"[Ubiquinone-1, succ]",87,,,[1/S],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,Km,Ubiquinone-2,0.002,,"succ,10;",[mM],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,kcat,"[Ubiquinone-2, succ]",85,,,[1/S],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,Km,Ubiquinol-1,0.005,,"fum,10;",[mM],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,kcat,"[Ubiquinol-1, fum]",1.7,,,[1/S],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,Km,Ubiquinol-2,0.0045,,"fum,10;",[mM],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,kcat,"[Ubiquinol-2, fum]",1.7,,,[1/S],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,Km,"2,3-dimethyl-1,4-napthoquinol",0.0045,,"fum,10;",[mM],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,kcat,"[2,3-dimethyl-1,4-napthoquinol, fum]",2.4,,,[1/S],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,Km,Menaquinone-1,0.003,,"fum,10;",[mM],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
,kcat,"[Menaquinone-1, fum]",3.4,,,[1/S],7.8,30,30 mM potassium phosphate,,,Double Reciprocal Plot,RF41,E. coli strain GV141 w/ pSDH15,,,,,,,,,,,,,,,,,
CytBo3,ec_number,1.10.3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,Crystallography,,E. coli strain GL101 w/ plasmids encoding a C-terminal His tag on sub-unit II of ubiquinol oxidase,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,1,,Crystallography,,E. coli strain GL101 w/ plasmids encoding a C-terminal His tag on sub-unit II of ubiquinol oxidase,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,Ubiquinone-1,0.0045,,"O2,Not Reported;",[mM],7.8,25,50 mM Tris,50 mM KCl,,Not Reported,RF42,E. coli strain GL101 w/ plasmids encoding a C-terminal His tag on sub-unit II of ubiquinol oxidase,Apparent value,,,,,,,,,,,,,,,,
,kcat,"[Ubiquinone-1,O2]",530,,,[e-/S],7.8,25,50 mM Tris,50 mM KCl,,Not Reported,RF42,E. coli strain GL101 w/ plasmids encoding a C-terminal His tag on sub-unit II of ubiquinol oxidase,Reported as enzyme activity,,,,,,,,,,,,,,,,
CYTBDpp (enzyme 1 : 2 protons),ec_number,1.10.3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,,,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,1,,,,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
