ENO,ec_number,4.2.1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"fdp,Null",0.000102656,,,,7,,,,,,Adjustment_Dan,,,,,,,,,,,,,,,,,,,
,Km,fdp,2.00E-05,,,M,7.5,30,"trishcl,0.05",,,,Lineweaver-Burk,RF65,E. coli (Crookes' strain),"Stribling et al; Apparent value and estimated off of a linear portion of a curve; It is conceivable that some proteolysis may have occurred during the purification of aldolase 1 that has produced a mixture of native enzyme and a partially digested form, with altered affinity for substrate and decreased specific activity",,,,,,,,,,,,,,,,
,kcat,"fdp,Null",0.217,"0.21,0.223",,1/s,8,30,"trishcl,0.05",,,,Kinetic parameters were measured by non-linear re-gression analysis [26],RF165,E. coli strain KM3,Thomson et al, Not 100% sure on strain, ,,,,,,,,,,,,,,
,Km,fdp,2.00E-05,"0.000018,0.000022",,M,8,30,"trishcl,0.05",,,,Kinetic parameters were measured by non-linear re-gression analysis [26],RF165,E. coli strain KM3,Not 100% sure on strain,,,,,,,,,,,,,,,,
,kcat,"fdp,Null;cit,0.011",3.17,"3.01,3.33","cit,0.011",1/s,8,30,"trishcl,0.05",,,,Kinetic parameters were measured by non-linear re-gression analysis [26],RF165,E. coli strain KM3,Not 100% sure on strain,,,,,,,,,,,,,,,,
,Km,fdp,7.00E-05,"0.000058,0.000082","cit,0.011",M,8,30,"trishcl,0.05",,,,Kinetic parameters were measured by non-linear re-gression analysis [26],RF165,E. coli strain KM3,Not 100% sure on strain,,,,,,,,,,,,,,,,
FBA2,ec_number,4.1.2.13,,,,,,,,,,,,,,Baldwin et al, commercial fdp yields non-linear linewaver-burke plot, purified fdp yields linear plot,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,fdp[c] <-> dhap[c] + g3p[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Uni Bi,"[fdp,g3p,dhap]",,RF64,E. coli strain KM3 w/ pKagaY,Implied from the mechanism,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,RF139,E. coli strain JM101 w/pLC33-5 w/pKK223-3,Strain was inferred through cited methods (PMID: 2649077),,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,RF139,E. coli strain JM101 w/pLC33-5 w/pKK223-3,Strain was inferred through cited methods (PMID: 2649077),,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"fdp,Null",0.000102656,,,,7.5,,,,,,Adjustment_Dan,,,Is=0.25,,,,,,,,,,,,,,,,
,Km,fdp,0.00017,"0.000167,0.000173",,M,8,30,"trishcl,0.05",,,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,kcat,"fdp,Null",10.5,"9.83,11.2",,1/s,8,30,"trishcl,0.05",,,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,Kic,dhap,0.00013,"0.000119,0.000141",,M,8,30,"trishcl,0.05",,"Competitive,fdp,0.00017",,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,Kincc,g3p,3.00E-05,"0.000025,0.000035",,M,8,30,"trishcl,0.05",,"NonCompetitive,fdp,0.00017",,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,Kincu,g3p,0.00023,"0.000188,0.000272",,M,8,30,"trishcl,0.05",,"NonCompetitive,fdp,0.00017",,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",RF64,E. coli strain KM3 w/ pKagaY,,,,,,,,,,,,,,,,,
,kcat,"fdp,Null",8.17,"7.73,8.6",,1/s,8,30,"trishcl,0.05",,,,data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),RF163,E. coli strain KM3,"Qamar, 1996",,,,,,,,,,,,,,,,
,Km,fdp,0.00019,"0.00016,0.00022",,M,8,30,"trishcl,0.05",,,,data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),RF163,E. coli strain KM3,"Qamar, 1996",,,,,,,,,,,,,,,,
,Kic,dhap,9.00E-06,"0.0000078,0.0000102",,M,8,30,"trishcl,0.05",,"Competitive,fdp,0.00019",,data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),RF163,E. coli strain KM3,"Qamar, 1996",,,,,,,,,,,,,,,,
,Kincc,g3p,0.000118,"0.000095,0.000141",,M,8,30,"trishcl,0.05",,"NonCompetitive,fdp,0.00019",,data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),RF163,E. coli strain KM3,"Qamar, 1996",,,,,,,,,,,,,,,,
,Kincu,g3p,0.000221,"0.000194,0.000248",,M,8,30,"trishcl,0.05",,"NonCompetitive,fdp,0.00019",,data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),RF163,E. coli strain KM3,"Qamar, 1996",,,,,,,,,,,,,,,,
,kcat,"fdp,Null",10.33,"10.03,10.63",,1/s,8,30,"trishcl,0.05",,,,Kinetic parameters were estimated by non-linear regression analysis [22],RF163,E. coli strain KM3,"Berry, 1993",,,,,,,,,,,,,,,,
,Km,fdp,0.00024,"0.00021,0.00027",,M,8,30,"trishcl,0.05",,,,Kinetic parameters were estimated by non-linear regression analysis [22],RF163,E. coli strain KM3,"Berry, 1993",,,,,,,,,,,,,,,,
,Km,fdp,0.00085,,,M,7.5,30,"trishcl,0.05",,,,Lineweaver-Burk,RF65,E. coli (Crookes' strain),,,,,,,,,,,,,,,,,
GAPD,ec_number,1.2.1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,g3p[c] + nad[c] + pi[c] <-> 13dpg[c] + h[c] + nadh[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ordered Sequential Bi Bi,"[nad,g3p,pi,13dpg,nadh]",,RF61,Homo Sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,Crystallography,RF59,E. coli strain DF221 w/ pBR322::EcoGAPDH,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,Crystallography,RF59,E. coli strain DF221 w/ pBR322::EcoGAPDH,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"g3p,Null;nad,Null;pi,Null",0.627040514,,,,7,,,,,,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
,Km,nad,4.50E-05,"0.000041,0.000049","pi,0.053;g3p,0.089",M,8.9,22,"teoa,0.04",,,,Not Reported,RF60,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,g3p,0.00089,"0.00072,0.00106","nad,0.0045;pi,0.053",M,8.9,22,"teoa,0.04",,,,Not Reported,RF60,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,Km,pi,0.00053,"0.00042,0.00064","nad,0.0045;g3p,0.089",M,8.9,22,"teoa,0.04",,,,Not Reported,RF60,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km",,,,,,,,,,,,,,,,
,kcat,"g3p,Null;nad,Null;pi,Null",29,,,1/s,7.5,37,,,,,,Milos Dataset,,kappmax,,,,,,,,,,,,,,,,
,kcat,"g3p,Null;nad,Null;pi,Null",268,"262.0,274.0,",,1/s,8.9,22,"teoa,0.04",,,,Not Reported,RF60,E. coli strain DS112,,,,,,,,,,,,,,,,,
,Kd,nad,3.20E-07,"0.00000025,0.00000039",,M,8.9,22,"teoa,0.04",,,,Not Reported,RF60,E. coli strain DS112,,,,,,,,,,,,,,,,,
PFK1,ec_number,2.7.1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,atp[c] + f6p[c] <-> adp[c] + fdp[c] + h[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Bi Bi (iso-ordered),"[f6p,atp,fdp,adp]",Hanes-Woolf plots of initial rates,RF12,Trypanosoma (Schizotrypanum) cruzi,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,Crystallography,RF13,E.  coli  w/  pHE1001 or  pHE1007,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,Crystallography,RF13,E.  coli  w/  pHE1001 or  pHE1007,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,4,,Crystallography,RF13,E.  coli  w/  pHE1001 or  pHE1007,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"atp,Null;f6p,Null",1022.334096,,,,7.5,,,,,,Adj,,Is=0.25,,,,,,,,,,,,,,,,,
,Km,atp,9.00E-05,"0.000054,0.000126","gdp,0.001;f6p,0.001",M,8.5,30,"detam,0.051;netmphn,0.051;mes,0.1",,,,GraFit (Michaelis-Menten Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,Km is a K0.5,,,,,,,,,,,,,,,,
,Km,gdp,0.0042,"0.00293,0.00547","f6p,0.00004;atp,0.005",M,8.5,30,"detam,0.051;netmphn,0.051;mes,0.1",,,,GraFit (Hill Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,Km is a K0.5,,,,,,,,,,,,,,,,
,s05,f6p,9.00E-05,"0.000054,0.000126","atp,0.001",M,8.5,30,"detam,0.051;netmphn,0.051;mes,0.1",,,,GraFit (Hill Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,Km is a K0.5,,,,,,,,,,,,,,,,
,kcat,"atp,Null;f6p,Null",278,,,1/s,7.5,37,,,,,,Milos Dataset,,kappmax,,,,,,,,,,,,,,,,
,kcat,"gdp,0.001;atp,Null;f6p,Null",110.7,"108.1,113.3",,1/s,8.5,30,"detam,0.051;netmphn,0.051;mes,0.1",,,,GraFit (Hill Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,,,,,,,,,,,,,,,,,
,Kinc,pep,0.00075,"0.0007,0.0008",,M,8.5,28,"tris,0.05",,"NonCompetitive,atp,0.00009;NonCompetitive,f6p,0.00009",,Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
,Kic,adp,0.0002,,,M,8.5,28,"tris,0.05",,"Competitive,atp,0.00009",,Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
,Ka,adp,2.50E-05,,,M,8.5,28,"tris,0.05",,,,Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
,Ka,gdp,4.00E-05,"0.000035,0.000045",,M,8.5,28,"tris,0.05",,,,Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
,n,f6p,2.11,"2.00,2.22","atp,0.001",,8.5,30,"detam,0.051;netmphn,0.051;mes,0.1",,,,GraFit (Hill Equation),RF15,E. coli strain DF1020 w/ wt-pfk1,,,,,,,,,,,,,,,,,
,L0,,4000000,,,,8.5,28,"tris,0.05",,,,Lineweaver-Burk,RF16,E.  coli  Hfr  3000,Mixed Assay (PFKI&II),,,,,,,,,,,,,,,,
TALA,ec_number,2.2.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,g3p[c] + s7p[c] <-> e4p[c] + f6p[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference,strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Ping Pong Bi Bi,"[f6p,g3p,e4p,s7p]",Crystallography,RF52,E. coli K-12 cells (strain DH5/pGSJ451),Schiff-base intermediate,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,RF52,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,RF52,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Keq,"g3p,Null;s7p,Null",2.422671439,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
,Km,g3p,3.80E-05,,,M,8.5,30,"glygly,0.05",,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference ",,,,,,,,,,,,,,,,
,Km,e4p,9.00E-05,,,M,8.5,30,"glygly,0.05",,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference ",,,,,,,,,,,,,,,,
,Km,r5p,0.031,,,M,8.5,30,"glygly,0.05",,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference ",,,,,,,,,,,,,,,,
,Km,f6p,0.0012,,,M,8.5,30,"glygly,0.05",,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference ",,,,,,,,,,,,,,,,
,Km,s7p,0.000285,,,M,8.5,30,"glygly,0.05",,,,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),"'Cosubtrates at ''excess'' concentrations, assuming x100 Km'; MM: removed co-substrates concentrations as I couldn't find evidence in the reference ",,,,,,,,,,,,,,,,
,kcat,"f6p,Null;e4p,0.002",71.4,,,1/s,8.5,30,"glygly,0.05",,,,Excel (Unspecified linear fitting),RF100,E. coli strain LJ110 (W3110),"Assay buffer and temperature conditions were not expicitly stated, but implied through referenced methods",,,,,,,,,,,,,,,,
,kcat,"e4p,Null;f6p,0.05",79.4,,,1/s,8.5,30,"glygly,0.05",,,,Excel (Unspecified linear fitting),RF100,E. coli strain LJ110 (W3110),"Assay buffer and temperature conditions were not expicitly stated, but implied through referenced methods",,,,,,,,,,,,,,,,
,Kic,pi,0.019,"0.016,0.022",,M,8.5,30,"glygly,0.05",,"Competitive,f6p,0.0012",,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,
,Kic,pi,0.019,"0.016,0.022",,M,8.5,30,"glygly,0.05",,"Competitive,e4p,0.00009",,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,
,Kic,pi,0.019,"0.016,0.022",,M,8.5,30,"glygly,0.05",,"Competitive,g3p,0.000038",,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,
,Kic,pi,0.019,"0.016,0.022",,M,8.5,30,"glygly,0.05",,"Competitive,s7p,0.000285",,Lineweaver-Burk,RF53,E. coli K-12 cells (strain DH5/pGSJ451),,,,,,,,,,,,,,,,,
PGCD,ec_number,1.1.1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,3pg[c] + nad[c] <-> nadh[c] + 3php[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,4,,Crystallography,RF221,E. coli strain K12,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,4,,Crystallography,RF221,E. coli strain K12,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,4,,Crystallography,RF221,E. coli strain K12,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,3pg,0.0012,,"nad,0.001",M,8.8,37,"trishcl,0.04",,,,,RF222,E. coli strain K12,3pg[c] + nad[c] <-> nadh[c] + h[c] + 3php[c],,,,,,,,,,,,,,,,
,kcat,"3pg,Null;nad,Null",20,,,1/s,7.5,37,,,,,,Milos Dataset,,kappmax,,,,,,,,,,,,,,,,
,kcat,3pg,0.55,,"nad,0.001",1/s,8.8,37,"trishcl,0.04",,,,,RF222,E. coli strain K12,,,,,,,,,,,,,,,,,
,vmax,3pg,183,,"nad,0.001",U/mg,8.8,37,"trishcl,0.04",,,,,RF222,E. coli strain K12,,,,,,,,,,,,,,,,,
,Kinc,ser__L,1.25E-05,,"nad,0.001",M,8.8,37,"trishcl,0.04",,"NonCompetitive,3php,0.0000032",,,,,"Noncompetitive,ser;Approximating Ki from IC50 Value",,,,,,,,,,,,,,,,
,Kiu,ser__L,3.80E-06,,"nad,0.001",M,8.8,37,"trishcl,0.04",,"UnCompetitive,3pg,0.0012",,,RF222,E. coli strain K12,,,,,,,,,,,,,,,,,
,Km,3php,3.20E-06,,"nadh,0.00025",M,7.5,37,"kpi,0.04",,,,,RF222,E. coli strain K12,,,,,,,,,,,,,,,,,
,kcat,3php,27.8,,"nadh,0.00025",1/s,7.5,37,"kpi,0.04",,,,,RF222,E. coli strain K12,,,,,,,,,,,,,,,,,
,vmax,3php,9270,,"nadh,0.00025",U/mg,7.5,37,"kpi,0.04",,,,,RF222,E. coli strain K12,,,,,,,,,,,,,,,,,
,Km,3pg,0.00049,"0.00046,0.00052","nadh,0.00025",M,7.5,37,"kpi,0.02",,,,,RF223,E. coli strain K12,,,,,,,,,,,,,,,,,
,kcat,3pg,13.5,,"nadh,0.00025",1/s,7.5,37,"kpi,0.02",,,,,RF223,E. coli strain K12,,,,,,,,,,,,,,,,,
,vmax,3pg,4610,"4550.,4670","nadh,0.00025",U/mg,7.5,37,"kpi,0.02",,,,,RF223,E. coli strain K12,,,,,,,,,,,,,,,,,
,Km,nadh,0.00012,,"3php,0.00009",M,7.1,30,"hepes,0.025","k,0.0004;cl,0.0004",,,,RF224,E. coli strain K12,Recombinant from arabidosis,,,,,,,,,,,,,,,,
,Km,3php,0.00035,,"nadh,0.0001",M,7.1,30,"hepes,0.025","k,0.0004;cl,0.0004",,,,RF224,E. coli strain K12,Recombinant from arabidosis,,,,,,,,,,,,,,,,
,Km,3pg,0.00119,,"nad,0.0005",M,9,30,"trishcl,0.02",,,,,RF224,E. coli strain K12,Recombinant from arabidosis,,,,,,,,,,,,,,,,
,Km,nad,1.00E-05,,"3pg,0.005",M,9,30,"trishcl,0.02",,,,,RF224,E. coli strain K12,Recombinant from arabidosis,,,,,,,,,,,,,,,,
,Keq,"nad,Null;3pg,Null;",3.00E-04,,,,7.5,,,,,0.2,,Assumed,,,,,,,,,,,,,,,,,,
,Keq,"nad,Null;3pg,Null;",7.58E-06,,,,7.5,,,,,0.2,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
PSERT,ec_number,2.6.1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,3php[c] + glu__L[c] <-> akg[c] + pser__L[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Bi-Bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,2,,Crystallography,RF225,E. coli strain K12,,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,2,,Crystallography,RF225,E. coli strain K12,,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,glu__L,0.0001,,"3php,0.00009",M,7.5,37,"kpi,0.1","k,0.004;f,0.004",,,,assumed,,,,,,,,,,,,,,,,,,
,Km,3php,1.50E-05,,"glu__L,0.000125",M,8.2,37,"kpi,0.1","k,0.004;f,0.004",,,,RF226,E. coli strain WG 25,,,,,,,,,,,,,,,,,
,kcat,"3php,Null;glu__L,Null",8.3,,,1/s,7.5,37,,,,,,Milos Dataset,,kappmax,,,,,,,,,,,,,,,,
,kcat,3php,1.75,,"glu__L,0.000125",1/s,8.2,37,"kpi,0.1","k,0.004;f,0.004",,,,RF226,E. coli strain WG 25,,,,,,,,,,,,,,,,,
,vmax,3php,2700,,"glu__L,0.000125",U/mg,8.2,37,"kpi,0.1","k,0.004;f,0.004",,,,RF226,E. coli strain WG 25,,,,,,,,,,,,,,,,,
,Km,pser__L,1.70E-05,,"akg,0.000125",M,8.2,37,"kpi,0.1","k,0.004;f,0.004",,,,RF226,E. coli strain WG 25,,,,,,,,,,,,,,,,,
,kcat,pser__L,0.39,,"akg,0.000125",1/s,8.2,37,"kpi,0.1","k,0.004;f,0.004",,,,RF226,E. coli strain WG 25,,,,,,,,,,,,,,,,,
,vmax,pser__L,5940,,"akg,0.000125",U/mg,8.2,37,"kpi,0.1","k,0.004;f,0.004",,,,,,,,,,,,,,,,,,,,,,
,Keq,"3php,Null;glu__L,Null;",52.82458434,,,,7.5,,,,,0.2,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
,Keq,"3php,Null;glu__L,Null;",2,,,,7.5,,,,,0.2,,Assumed,,,,,,,,,,,,,,,,,,
PSP_L,ec_number,3.1.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,organism,E.coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reaction,pser__L[c]  <-> pi[c] + ser__L[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,,,,,,,,,,,,,,,,,,
,mechanism,Random Bi Bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,structure,6,,Crystallography,RF346,E. coli strain B834(DE3),,,,,,,,,,,,,,,,,,,,,,,,,,
,active_sites,6,,Crystallography,RF346,E. coli strain B834(DE3),,,,,,,,,,,,,,,,,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate, concentration",unit,ph,temperature,"buffer, concentration","salts, concentration",other info,ionic strength,experiment,reference,strain,notes,,,,,,,,,,,,,,,,
,Km,pser__L,9.70E-05,"0.000091,0.000103",,M,9,37,"chesk,0.05",,,,,http://www.jbc.org/content/281/47/36149.long,E. coli strain W3110,pser[c] + h2o[c] <-> pi[c] + ser__L[c],,,,,,,,,,,,,,,,
,kcat,pser__L,66,"65,67",,1/s,9,37,"chesk,0.05",,,,,http://www.jbc.org/content/281/47/36149.long,E. coli strain W3110,,,,,,,,,,,,,,,,,
,kcat,"pser__L,Null;",1481,,,1/s,7.5,37,,,,,,Milos Dataset,,kappmax,,,,,,,,,,,,,,,,
,Keq,"pser__L,Null",27.02318343,,,,7.5,,,,,0.2,,Adjustment_Dan,,,,,,,,,,,,,,,,,,
