PGI,ec_number,5.3.1.9,,,,,,,,,,,,,
,Kinc,pep,0.00075,"0.0007,0.0008",,M,8.5,28,"tris,0.05",,"NonCompetitive,atp,0.00009;NonCompetitive,f6p,0.00009",Lineweaver-Burk,4229913,E.  coli  Hfr  3000,Mixed Assay (PFKI&II)
,Kic,adp,0.0002,,,M,8.5,28,"tris,0.05",,"Competitive,atp,0.00009",Lineweaver-Burk,4229913,E.  coli  Hfr  3000,Mixed Assay (PFKI&II)
,Ka,adp,0.000025,,,M,8.5,28,"tris,0.05",,,Lineweaver-Burk,4229913,E.  coli  Hfr  3000,Mixed Assay (PFKI&II)
,Ka,gdp,0.00004,"0.000035,0.000045",,M,8.5,28,"tris,0.05",,,Lineweaver-Burk,4229913,E.  coli  Hfr  3000,Mixed Assay (PFKI&II)
,n,f6p,2.11,"2.00,2.22","gdp,0.001;atp,0.001",,8.5,30,"detam,0.051;netmphn,0.051;mes,0.1",,,GraFit (Hill Equation),1429704,E. coli strain DF1020 w/ wt-pfk1,
,L0,,4000000,,,,8.5,28,"tris,0.05",,,Lineweaver-Burk,4229913,E.  coli  Hfr  3000,Mixed Assay (PFKI&II)
PFK2,ec_number,2.7.1.11,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,atp_c + f6p_c -> adp_c + fdp_c + h_c,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,
,mechanism,Null,,,,,,,,,,,,,
,structure,,,,,,,,,,,,,,
,active_sites,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"atp,Null;f6p,Null",7304.795082,,,,7.5,,,,,,Adjustment_Dan,,
,Km,atp,0.000008,,,,7.5,25,,,,,https://www.uniprot.org/uniprot/P06999,,
,Km,f6p,0.000006,,,,7.5,25,,,,,https://www.uniprot.org/uniprot/P06999,,
,Km,atp,0.00002,,,,8.2,26,,,,,RF132,,
,Km,f6p,0.0001,,,,8.2,26,,,,,RF132,,
,kcat,"atp,Null;f6p,Null",53,"51,53",,,8.2,26,,,,,RF132,,
FBP1,ec_number,3.1.3.11,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,fdp_c + h2o_c -> f6p_c + pi_c,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,
,mechanism,Null,Null,,,,,,,,,,,,
,structure,4,,Crystallography,16670087,E. coli strain DF657 w/ pECFBP,,,,,,,,,
,active_sites,4,,Crystallography,16670087,E. coli strain DF657 w/ pECFBP,,,,,,,,,
,allosteric_sites,4,,Crystallography,16670087,E. coli strain DF657 w/ pECFBP,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"fdp,Null",64.75642481,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,kcat,"fdp,Null",14.6,"13.8,15.4",,1/s,7.5,30,"trishcl,0.1","mg2,0.002;cl,0.004",,non-linear regression using Kaleidagraph,11825604,E. coli EK1601 w/ pEK348,mg2 is an activator
,Km,fdp,0.0000154,"0.0000134,0.0000174",,M,7.5,30,"trishcl,0.1","mg2,0.002;cl,0.004",,non-linear regression using Kaleidagraph,11825604,E. coli EK1601 w/ pEK348,mg2 is an activator
,Kic,f26bp,0.0000003,,"fdp,0.0000175",M,7.5,30,"trishcl,0.1","mg2,0.002;cl,0.004","Competitive,fdp,Null",non-linear regression using Kaleidagraph,11825604,E. coli EK1601 w/ pEK348,mg2 is an activator
,s05,amp,0.0000027,,"fdp,0.0000175",M,7.5,30,"trishcl,0.1","mg2,0.002;cl,0.004","NonCompetitive,Null",non-linear regression using Kaleidagraph,11825604,E. coli EK1601 w/ pEK348,I0.5 value; mg2 is an activator; allosteric inhibitor
,n,amp,1.1,,,,7.5,30,"trishcl,0.1","mg2,0.002;cl,0.004",,non-linear regression using Kaleidagraph,11825604,E. coli EK1601 w/ pEK348,mg2 is an activator
FBP2,ec_number,3.1.3.11,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,fdp_c + h2o_c -> f6p_c + pi_c,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,
,mechanism,,,,,,,,,,,,,,
,structure,2,,Crystallography,19073594,E. coli BL21 (DE3) Gold strain w/ modified pET15b vector containing GlpX open reading frame,,,,,,,,,
,active_sites,2,,Crystallography,19073594,E. coli BL21 (DE3) Gold strain w/ modified pET15b vector containing GlpX open reading frame,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"fdp,Null",64.75642481,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,kcat,fdp,5.7,"5.6,5.8",,1/s,9,37,"chesk,0.5","mn2,0.002;cl,0.004",,Lineweaver-Burk,19073594,E. coli BL21 (DE3) Gold strain w/ modified pET15b vector containing GlpX open reading frame,
,kcat,"fdp,0.00006;pep,0.001",3.22,,"pep,0.001",1/s,7.7,25,"tric,0.02","mn2,0.001;cl,0.002",,,,,
,kcat,"fdp,0.00005;atp,0.00125",1.67,,"atp,0.00125",1/s,7.7,25,"tric,0.02","mn2,0.001",,,,,
,kcat,"fdp,0.00005;adp,0.00125",0.949,,"adp,0.00125",1/s,7.7,25,"tric,0.02","mn2,0.001",,,,,
,kcat,"fdp,0.00005;adp,0.0019",0.72,,"adp,0.0019",1/s,7.7,25,"tric,0.02","mn2,0.001",,,,,
,s05,fdp,0.00007,"0.000068,0.000072",,M,9,37,"chesk,0.5","mn2,0.002;cl,0.004",,Lineweaver-Burk,19073594,E. coli BL21 (DE3) Gold strain w/ modified pET15b vector containing GlpX open reading frame,
,n,fdp,2.05,"2.00,2.1",,,9,37,"chesk,0.5","mn2,0.002;cl,0.004",,,19073594,,
,Kic,f1p,0.001,,,M,7.7,25,"tric,0.02","mn2,0.001;cl,0.002","Competitive,fdp,0.00007",Lineweaver-Burk,10986273,E. coli JB108 w/ pJB300B,apparent value; fructose-1-phosphate
,Kic,pi,0.00035,,,M,7.7,25,"tric,0.02","mn2,0.001;cl,0.002","Competitive,fdp,0.00007",Lineweaver-Burk,10986273,E. coli JB108 w/ pJB300B,apparent value
FBA1,ec_number,4.1.2.13,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,fdp_c <-> dhap_c + g3p_c,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,
,mechanism,Ordered Sequential Uni Bi,"_fdp,g3p,dhap",,2649077,,Based off of a general class I aldolase mechanism,,,,,,,,
,structure,10-Aug,,SDS-PAGE,"348198, 9531482",E. coli (Crookes' strain),"High likelyhood of error in this number. Previous studies assumed that the E. coli enzyme was tetrameric, being structurally similar to other class I aldolases, but this study, although not precise, concluded that the enzyme was much larger",,,,,,,,
,active_sites,,,,,,,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"fdp,Null",0.000102656,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,Km,fdp,0.00002,,,M,7.5,30,"trishcl,0.05",,,Lineweaver-Burk,4198624,E. coli (Crookes' strain),"Stribling et al; Apparent value and estimated off of a linear portion of a curve; It is conceivable that some proteolysis may have occurred during the purification of aldolase 1 that has produced a mixture of native enzyme and a partially digested form, with altered affinity for substrate and decreased specific activity"
,kcat,"fdp,Null",0.217,"0.21,0.223",,1/s,8,30,"trishcl,0.05",,,Kinetic parameters were measured by non-linear re-gression analysis _26,9531482,E. coli strain KM3,Thomson et al; Not 100% sure on strain; 
,Km,fdp,0.00002,"0.000018,0.000022",,M,8,30,"trishcl,0.05",,,Kinetic parameters were measured by non-linear re-gression analysis _26,9531482,E. coli strain KM3,Not 100% sure on strain
,kcat,"fdp,Null;cit,0.011",3.17,"3.01,3.33","cit,0.011",1/s,8,30,"trishcl,0.05",,,Kinetic parameters were measured by non-linear re-gression analysis _26,9531482,E. coli strain KM3,Not 100% sure on strain
,Km,fdp,0.00007,"0.000058,0.000082","cit,0.011",M,8,30,"trishcl,0.05",,,Kinetic parameters were measured by non-linear re-gression analysis _26,9531482,E. coli strain KM3,Not 100% sure on strain
FBA2,ec_number,4.1.2.13,,,,,,,,,,,,,Baldwin et al; commercial fdp yields non-linear linewaver-burke plot; purified fdp yields linear plot
,organism,E. coli,,,,,,,,,,,,,
,reaction,fdp_c <-> dhap_c + g3p_c,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,
,mechanism,Ordered Sequential Uni Bi,"_fdp,g3p,dhap",,10712619,E. coli strain KM3 w/ pKagaY,Implied from the mechanism,,,,,,,,
,structure,2,,Crystallography,10080900,E. coli strain JM101 w/pLC33-5 w/pKK223-3,Strain was inferred through cited methods (PMID: 2649077),,,,,,,,
,active_sites,2,,Crystallography,10080900,E. coli strain JM101 w/pLC33-5 w/pKK223-3,Strain was inferred through cited methods (PMID: 2649077),,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"fdp,Null",0.000102656,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,Km,fdp,0.00017,"0.000167,0.000173",,M,8,30,"trishcl,0.05",,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",10712619,E. coli strain KM3 w/ pKagaY,
,kcat,"fdp,Null",10.5,"9.83,11.2",,1/s,8,30,"trishcl,0.05",,,"Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",10712619,E. coli strain KM3 w/ pKagaY,
,Kic,dhap,0.00013,"0.000119,0.000141",,M,8,30,"trishcl,0.05",,"Competitive,fdp,0.00017","Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",10712619,E. coli strain KM3 w/ pKagaY,
,Kincc,g3p,0.00003,"0.000025,0.000035",,M,8,30,"trishcl,0.05",,"NonCompetitive,fdp,0.00017","Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",10712619,E. coli strain KM3 w/ pKagaY,
,Kincu,g3p,0.00023,"0.000188,0.000272",,M,8,30,"trishcl,0.05",,"NonCompetitive,fdp,0.00017","Kaleidagraph (Unspecified, but nonlinear regression analysis in referenced methods)",10712619,E. coli strain KM3 w/ pKagaY,
,kcat,"fdp,Null",8.17,"7.73,8.6",,1/s,8,30,"trishcl,0.05",,,data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),8771208,E. coli strain KM3,"Qamar, 1996"
,Km,fdp,0.00019,"0.00016,0.00022",,M,8,30,"trishcl,0.05",,,data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),8771208,E. coli strain KM3,"Qamar, 1996"
,Kic,dhap,0.000009,"0.0000078,0.0000102",,M,8,30,"trishcl,0.05",,"Competitive,fdp,0.00019",data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),8771208,E. coli strain KM3,"Qamar, 1996"
,Kincc,g3p,0.000118,"0.000095,0.000141",,M,8,30,"trishcl,0.05",,"NonCompetitive,fdp,0.00019",data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),8771208,E. coli strain KM3,"Qamar, 1996"
,Kincu,g3p,0.000221,"0.000194,0.000248",,M,8,30,"trishcl,0.05",,"NonCompetitive,fdp,0.00019",data were fitted to the appropriate rate equations using either the computer program Kaleidagraph (Abelbeck Software) or the suite of program described by Cleland (1979),8771208,E. coli strain KM3,"Qamar, 1996"
,kcat,"fdp,Null",10.33,"10.03,10.63",,1/s,8,30,"trishcl,0.05",,,Kinetic parameters were estimated by non-linear regression analysis _22,8436219,E. coli strain KM3,"Berry, 1993"
,Km,fdp,0.00024,"0.00021,0.00027",,M,8,30,"trishcl,0.05",,,Kinetic parameters were estimated by non-linear regression analysis _22,8436219,E. coli strain KM3,"Berry, 1993"
,Km,fdp,0.00085,,,M,7.5,30,"trishcl,0.05",,,Lineweaver-Burk,4198624,E. coli (Crookes' strain),
TPI,ec_number,5.3.1.1,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,dhap_c <-> g3p_c,,,,,,,,,,,,,
,,type,order,experiment,reference,strain,notes,,,,,,,,
,mechanism,Null,Null,,,,,,,,,,,,
,structure,2,,Crystallography,15299515,E. coli over-expressing  strain (Unspecified),,,,,,,,,
,active_sites,2,,Crystallography,15299515,E. coli over-expressing  strain (Unspecified),,,,,,,,,
,allosteric_sites,,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"dhap,Null",0.087276143,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,Km,g3p,0.00103,"0.00093,0.00113",,M,7.6,25,"teoahcl,0.1",,,Enzfitter program (Unspecified),9442062,E. coli over-expressing  strain (Unspecified),
,kcat,"g3p,Null",9000,"88,339,167",,1/s,7.6,25,"teoahcl,0.1",,,Enzfitter program (Unspecified),9442062,E. coli over-expressing  strain (Unspecified),
,kcat,"dhap,Null;",10,,,1/s,7,25,,,,,https://pubs.acs.org/doi/abs/10.1021/bi2002289,,Average value
,Ki,2-phosphoglycolate,0.006,,,M,7.6,25,"teoahcl,0.1",,"Competitive,dhap,Null",Enzfitter program (Unspecified),9442062,E. coli over-expressing  strain (Unspecified),
GAPD,ec_number,1.2.1.12,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,g3p_c + nad_c + pi_c <-> 13dpg_c + h_c + nadh_c,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,
,mechanism,Ordered Sequential Bi Bi,"_nad,g3p,pi,13dpg,nadh",,7447472,Homo Sapiens,,,,,,,,,
,structure,4,,Crystallography,8636984,E. coli strain DF221 w/ pBR322::EcoGAPDH,,,,,,,,,
,active_sites,4,,Crystallography,8636984,E. coli strain DF221 w/ pBR322::EcoGAPDH,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"g3p,Null;nad,Null;pi,Null",0.627040514,,,,7,,,,,,Adjustment_Dan,,
,Km,nad,0.000045,"0.000041,0.000049","pi,0.053;g3p,0.089",M,8.9,22,"teoa,0.04",,,Not Reported,10190977,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km"
,Km,g3p,0.00089,"0.00072,0.00106","nad,0.0045;pi,0.053",M,8.9,22,"teoa,0.04",,,Not Reported,10190977,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km"
,Km,pi,0.00053,"0.00042,0.00064","nad,0.0045;g3p,0.089",M,8.9,22,"teoa,0.04",,,Not Reported,10190977,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km"
,kcat,"g3p,Null;nad,Null;pi,Null",268,"262.0,274.0,",,1/s,8.9,22,"teoa,0.04",,,Not Reported,10190977,E. coli strain DS112,
,kcat,"13dpg,Null;nadh,Null",10,,,1/s,7,25,,,,,https://pubs.acs.org/doi/abs/10.1021/bi2002289,,Average value
,Kd,nad,0.00000032,"0.00000025,0.00000039",,M,8.9,22,"teoa,0.04",,,Not Reported,10190977,E. coli strain DS112,
PGK,ec_number,2.7.2.3,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,13dpg_c + adp_c <-> 3pg_c + atp_c,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,
,mechanism,random,,,,,,,,,,,,,
,structure,,,,,,,,,,,,,,
,active_sites,,,,,,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"3pg,Null",0.000670855,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,Km,adp,0.000085,,,M,7,25,,,"taken from Mendes model, pH and T are dummy values",,10190977,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km"
,Km,13dpg,0.000011,,,M,7,25,,,"taken from Mendes model, pH and T are dummy values",,10190977,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km"
,Km,atp,0.0035,,,M,7,25,,,"taken from Mendes model, pH and T are dummy values",,10190977,E. coli strain DS112,"Cosubtrates at saturating concentrations, assuming x100 Km"
,Km,3pg,0.0025,,,M,7,25,,,"taken from Mendes model, pH and T are dummy values",,,,
,kcat,"adp,Null;13dpg,Null",775,,,1/s,7,25,,,From Milo (taken from Mendes model as Vmax * 10^-3 / 2.078*10^-5 (pgk concentration in heineman),,10190977,E. coli strain DS112,
,kcat,"3pg,Null;atp,Null",10,,,1/s,7,25,,,,,https://pubs.acs.org/doi/abs/10.1021/bi2002289,,Average value
PGMd,ec_number,5.4.2.11,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,3pg_c <-> 2pg_c,,,,,,,,,,,,,
,,type,order,experiment,reference,strain,notes,,,,,,,,
,mechanism,,,,,,,,,,,,,,
,structure,2,,Crystallography,11038361,E. coli (K12),,,,,,,,,
,active_sites,2,,Crystallography,11038361,E. coli (K12),,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"3pg,Null",0.335401972,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,Km,3pg,0.0002,"0.000173,0.000227","23dpg,0.0001",M,7,30,"trishcl,0.03","mg2,0.005;so4,0.005;cl,0.02;k,0.02",,Not Reported,10437801,E. coli strain BL21 (DE3) w/ pET3a containing gpmA,
,Km,2pg,0.00019,"0.000155,0.000225","23dpg,0.0001",M,7,30,"trishcl,0.03","mg2,0.005;so4,0.005;cl,0.02;k,0.02",,Not Reported,10437801,E. coli strain BL21 (DE3) w/ pET3a containing gpmA,
,kcat,"3pg,Null;23dpg,Null",330,"319.0,341.0",,1/s,7,30,"trishcl,0.03","mg2,0.005;so4,0.005;cl,0.02;k,0.02",,Not Reported,10437801,E. coli strain BL21 (DE3) w/ pET3a containing gpmA,
,kcat,"2pg,Null;23dpg,Null",220,"207.0,233.0",,1/s,7,30,"trishcl,0.03","mg2,0.005;so4,0.005;cl,0.02;k,0.02",,Not Reported,10437801,E. coli strain BL21 (DE3) w/ pET3a containing gpmA,
PGMi,ec_number,5.4.2.11,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,3pg_c <-> 2pg_c,,,,,,,,,,,,,
,,type,order,experiment,reference,strain,notes,,,,,,,,
,mechanism,,,,,,,,,,,,,,
,structure,2,,Crystallography,11038361,E. coli (K12),,,,,,,,,
,active_sites,2,,Crystallography,11038361,E. coli (K12),,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"3pg,Null",0.335401972,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,Km,3pg,0.00021,"0.0002,0.00022",,,7,30,,,,,RF90,,
,Km,2pg,0.000097,"0.000092,0.000102",,,7,30,,,,,RF90,,
,kcat,"3pg,Null",22,"20,24",,,7,30,,,,,RF90,,
,kcat,"2pg,Null",10,"8,12",,,7,30,,,,,RF90,,
ENO,ec_number,4.2.1.11,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,2pg_c <-> h2o_c + pep_c,,,,,,,,,,,,,
,,type,order,experiment,reference (PMID),strain,notes,,,,,,,,
,mechanism,Null,Null,,,,,,,,,,,,
,structure,2,,Crystallography,11676541,E. coli strain BL21(DE3) w/ pET11a w/ Eno,,,,,,,,,
,active_sites,2,,Crystallography,11676541,E. coli strain BL21(DE3) w/ pET11a w/ Eno,,,,,,,,,
,allosteric_sites,0,,,,,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"2pg,Null",6.69595445,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,Km,2pg,0.0001,,"mg2,0.001;so4,0.001",M,8.1,30,"trishcl,0.05","cl,0.1;k,0.1",,Not Reported,4942326,E. coli strain B,
,kcat,"2pg,Null",330,,,1/s,8.1,30,"trishcl,0.05","cl,0.1;k,0.1","fake, mendes kcat* 10^-3 / 10^-5",,,,
,kcat,"pep,Null;",10,,,1/s,7,25,,,,,https://pubs.acs.org/doi/abs/10.1021/bi2002289,,Average value
PYK1,ec_number,2.7.1.40,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
,reaction,adp_c + pep_c <-> atp_c + pyr_c,,,,,,,,,,,,,
,,type,order,experiment,reference,strain,notes,,,,,,,,
,mechanism,,,,,,,,,,,,,,
,structure,,4,Crystallography,10751408,E. coli BL21 (DE3) w/ pGV5A,,,,,,,,,
,active_sites,,4,Crystallography,10751408,E. coli BL21 (DE3) w/ pGV5A,,,,,,,,,
,allosteric_sites,,4,Crystallography,10751408,E. coli BL21 (DE3) w/ pGV5A,,,,,,,,,
,parameter type,metabolite,value,uncertainty,"cosubstrate,concentration",unit,pH,temperature,"buffer,concentration","salts,concentration",other info,experiment,reference,strain,notes
,Keq,"pep,Null;adp,Null",17602.30756,,,,7.5,,,,,,Adjustment_Dan,,Is=0.25
,Km,adp,0.0003,"0.00028,0.00032","fdp,0.002;pep,0.002",M,7.5,25,"hepes,0.01","mg2,0.01;cl,0.02;cl,0.05;k,0.05",,Fitting to the hill equation,10751408,E. coli BL21 (DE3) w/ pGV5A,
,s05,pep,0.00363,"0.00359,0.00367","adp,0.002",M,7.5,25,"hepes,0.01","mg2,0.01;cl,0.02;cl,0.05;k,0.05",,Fitting to the hill equation,10751408,E. coli BL21 (DE3) w/ pGV5A,
,s05,pep,0.00008,"0.00007,0.00009","fdp,0.002;adp,0.002",M,7.5,25,"hepes,0.01","mg2,0.01;cl,0.02;cl,0.05;k,0.05",,Fitting to the hill equation,10751408,E. coli BL21 (DE3) w/ pGV5A,
,kcat,"pep,Null;adp,0.002",123,"115.0,131.0",,1/s,7.5,25,"hepes,0.01","mg2,0.01;cl,0.02;cl,0.05;k,0.05",,Fitting to the hill equation,10751408,E. coli BL21 (DE3) w/ pGV5A,
,kcat,"pep,Null;adp,0.002;fdp,0.002",160,"152.0,168.0",,1/s,7.5,25,"hepes,0.01","mg2,0.01;cl,0.02;cl,0.05;k,0.05",,Fitting to the hill equation,10751408,E. coli BL21 (DE3) w/ pGV5A,
,kcat,"pep,0.002;adp,Null;fdp,0.002",132,"125.0,139.0",,1/s,7.5,25,"hepes,0.01","mg2,0.01;cl,0.02;cl,0.05;k,0.05",,Fitting to the hill equation,10751408,E. coli BL21 (DE3) w/ pGV5A,
,n,pep,3.2,"3.14,3.26","adp,0.002",,7.5,25,"hepes,0.01","mg2,0.01;cl,0.02;cl,0.05;k,0.05",,Fitting to the hill equation,10751408,E. coli BL21 (DE3) w/ pGV5A,
,n,pep,1,"0.98,1.02","fdp,0.002;adp,0.002",,7.5,25,"hepes,0.01","mg2,0.01;cl,0.02;cl,0.05;k,0.05",,Fitting to the hill equation,10751408,E. coli BL21 (DE3) w/ pGV5A,
PYK2,ec_number,2.7.1.40,,,,,,,,,,,,,
,organism,E. coli,,,,,,,,,,,,,
