Priority	2dda7p[c]	3dhq[c]	pi[c]	param_DHQS_total	param_pH	param_Temp	FileFlag	Target_Data
1	6.57730674871362e-6	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.13680688860321
1	0.000010424328690764761	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.2007600089131018
1	0.000016521447577970115	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.2847472489508011
1	0.000026184729795927997	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.38686317984685675
1	0.00004149999999999998	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.49999999999999983
1	0.00006577306748713621	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.6131368201531431
1	0.00010424328690764761	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7152527510491986
1	0.00016521447577970132	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7992399910868981
1	0.00026184729795927997	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.86319311139679
1	0.0004149999999999998	0	0	1	7.4	15	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.9090909090909091
1	4.9999999999999996e-6	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.0909090909090909
1	7.924465962305569e-6	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.13680688860321003
1	0.00001255943215754791	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.20076000891310183
1	0.000019905358527674844	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.2847472489508012
1	0.000031547867224009646	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.3868631798468568
1	0.000049999999999999996	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.49999999999999994
1	0.0000792446596230557	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.6131368201531431
1	0.00012559432157547909	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7152527510491987
1	0.00019905358527674865	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.7992399910868981
1	0.00031547867224009644	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.8631931113967899
1	0.0004999999999999999	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/relRateFor_2dda7p.txt"	0.9090909090909091
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
1	1	0	0	1	6.8	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQS_Final_Vitro_typeII/input/absRateFor.txt"	48.04497735925726
