Priority	dhap[c]	glyc3p[c]	nadp[c]	nadph[c]	param_G3PD2_total	param_pH	param_Temp	FileFlag	Target_Data
1	0.00007165929069962952	0	0	0.01	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateRev_dhap.txt"	0.28474724895080145
1	0.00011357232200643484	0	0	0.01	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateRev_dhap.txt"	0.38686317984685703
1	0.00018000000000000017	0	0	0.01	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateRev_dhap.txt"	0.5000000000000002
1	0.0002852807746430008	0	0	0.01	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateRev_dhap.txt"	0.6131368201531433
1	0.0004521395576717252	0	0	0.01	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateRev_dhap.txt"	0.7152527510491989
1	0.0007165929069962958	0	0	0.01	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateRev_dhap.txt"	0.7992399910868984
1	0.0011357232200643484	0	0	0.01	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateRev_dhap.txt"	0.86319311139679
1	0.0018000000000000017	0	0	0.01	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateRev_dhap.txt"	0.9090909090909092
1	0	0.01	0.000016500000000000015	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.09090909090909097
1	0	0.01	0.000026150737675608408	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.13680688860321016
1	0	0.01	0.000041446126119908146	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.20076000891310203
1	0	0.01	0.00006568768314132706	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.2847472489508014
1	0	0.01	0.00010410796183923194	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.3868631798468571
1	0	0.01	0.00016500000000000016	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.5000000000000002
1	0	0.01	0.0002615073767560841	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.6131368201531434
1	0	0.01	0.0004144612611990815	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.7152527510491989
1	0	0.01	0.0006568768314132713	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.7992399910868985
1	0	0.01	0.0010410796183923194	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.8631931113967901
1	0	0.01	0.0016500000000000017	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_nadp.txt"	0.9090909090909092
1	0	3.0000000000000013e-6	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.09090909090909094
1	0	4.7546795773833446e-6	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.1368068886032101
1	0	7.535659294528749e-6	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.20076000891310194
1	0	0.000011943215116604912	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.28474724895080133
1	0	0.000018928720334405797	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.3868631798468569
1	0	0.00003000000000000001	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.5000000000000001
1	0	0.00004754679577383344	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.6131368201531432
1	0	0.00007535659294528749	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.7152527510491988
1	0	0.00011943215116604925	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.7992399910868984
1	0	0.00018928720334405796	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.86319311139679
1	0	0.00030000000000000014	0.01	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\relRateFor_glyc3p.txt"	0.9090909090909091
1	0.000018000000000000017	2.1e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.06250000000000006
1	0.000056920997883030876	2.1e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.17411239489546845
1	0.00018000000000000017	2.1e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.4000000000000002
1	0.0005692099788303088	2.1e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.6782688399674107
1	0.0018000000000000017	2.1e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.8695652173913044
1	0.000018000000000000017	4.2e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.047619047619047665
1	0.000056920997883030876	4.2e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.13652705949581442
1	0.00018000000000000017	4.2e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.33333333333333354
1	0.0005692099788303088	4.2e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.6125741132772071
1	0.0018000000000000017	4.2e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.8333333333333335
1	0.000018000000000000017	8.4e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.032258064516129066
1	0.000056920997883030876	8.4e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.09535767393826004
1	0.00018000000000000017	8.4e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.2500000000000002
1	0.0005692099788303088	8.4e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.5131670194948622
1	0.0018000000000000017	8.4e-6	0	0.0001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_glyc3p.txt"	0.7692307692307694
1	0.0001	2.25e-6	0	3.400000000000002e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.04914933837429115
1	0.0001	2.25e-6	0	1.0751744044572496e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.1359715179829786
1	0.0001	2.25e-6	0	3.4000000000000018e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.3080568720379148
1	0.0001	2.25e-6	0	0.000010751744044572496	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.5136142175737065
1	0.0001	2.25e-6	0	0.00003400000000000002	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.6509764646970455
1	0.0001	4.5e-6	0	3.400000000000002e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.03367875647668395
1	0.0001	4.5e-6	0	1.0751744044572496e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.09481652165128764
1	0.0001	4.5e-6	0	3.4000000000000018e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.22260273972602748
1	0.0001	4.5e-6	0	0.000010751744044572496	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.3879359014999326
1	0.0001	4.5e-6	0	0.00003400000000000002	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.5070202808112324
1	0.0001	9.e-6	0	3.400000000000002e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.0206677265500795
1	0.0001	9.e-6	0	1.0751744044572496e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.059062933642962216
1	0.0001	9.e-6	0	3.4000000000000018e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.14317180616740097
1	0.0001	9.e-6	0	0.000010751744044572496	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.2604666499256048
1	0.0001	9.e-6	0	0.00003400000000000002	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_glyc3p.txt"	0.351541373715522
1	0.000018000000000000017	0	0.00065	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.06060606060606066
1	0.000056920997883030876	0	0.00065	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.16016871556802817
1	0.00018000000000000017	0	0.00065	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.3333333333333335
1	0.0005692099788303088	0	0.00065	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.5064979510986386
1	0.0018000000000000017	0	0.00065	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.6060606060606061
1	0.000018000000000000017	0	0.0013	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.04545454545454549
1	0.000056920997883030876	0	0.0013	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.12012653667602116
1	0.00018000000000000017	0	0.0013	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.2500000000000001
1	0.0005692099788303088	0	0.0013	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.379873463323979
1	0.0018000000000000017	0	0.0013	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.4545454545454546
1	0.000018000000000000017	0	0.0026	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.03030303030303033
1	0.000056920997883030876	0	0.0026	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.08008435778401408
1	0.00018000000000000017	0	0.0026	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.16666666666666674
1	0.0005692099788303088	0	0.0026	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.2532489755493193
1	0.0018000000000000017	0	0.0026	0.00001	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_dhap_prod_inhib_nadp.txt"	0.30303030303030304
1	0.002	0	0.0000935	3.400000000000002e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.06250000000000003
1	0.002	0	0.0000935	1.0751744044572496e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.1741123948954684
1	0.002	0	0.0000935	3.4000000000000018e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.40000000000000013
1	0.002	0	0.0000935	0.000010751744044572496	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.6782688399674105
1	0.002	0	0.0000935	0.00003400000000000002	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.8695652173913044
1	0.002	0	0.000187	3.400000000000002e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.047619047619047644
1	0.002	0	0.000187	1.0751744044572496e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.1365270594958144
1	0.002	0	0.000187	3.4000000000000018e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.3333333333333334
1	0.002	0	0.000187	0.000010751744044572496	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.612574113277207
1	0.002	0	0.000187	0.00003400000000000002	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.8333333333333334
1	0.002	0	0.000374	3.400000000000002e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.032258064516129045
1	0.002	0	0.000374	1.0751744044572496e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.09535767393826002
1	0.002	0	0.000374	3.4000000000000018e-6	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.2500000000000001
1	0.002	0	0.000374	0.000010751744044572496	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.5131670194948621
1	0.002	0	0.000374	0.00003400000000000002	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelRev_nadph_prod_inhib_nadp.txt"	0.7692307692307694
1	0.000019	3.0000000000000013e-6	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.06250000000000003
1	0.000019	9.486832980505141e-6	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.17411239489546837
1	0.000019	0.00003000000000000001	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.40000000000000013
1	0.000019	0.00009486832980505142	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.6782688399674105
1	0.000019	0.00030000000000000014	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.8695652173913044
1	0.000038	3.0000000000000013e-6	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.04761904761904764
1	0.000038	9.486832980505141e-6	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.13652705949581434
1	0.000038	0.00003000000000000001	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.3333333333333334
1	0.000038	0.00009486832980505142	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.612574113277207
1	0.000038	0.00030000000000000014	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.8333333333333335
1	0.000076	3.0000000000000013e-6	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.032258064516129045
1	0.000076	9.486832980505141e-6	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.09535767393826
1	0.000076	0.00003000000000000001	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.25000000000000006
1	0.000076	0.00009486832980505142	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.5131670194948622
1	0.000076	0.00030000000000000014	0.002	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_dhap.txt"	0.7692307692307693
1	0.00009	0.0001	0.000016500000000000015	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.052980132450331174
1	0.00009	0.0001	0.000052177581392778313	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.1447390418373348
1	0.00009	0.0001	0.00016500000000000016	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.3200000000000002
1	0.00009	0.0001	0.0005217758139277831	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.518564992170751
1	0.00009	0.0001	0.0016500000000000017	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.6451612903225806
1	0.00018	0.0001	0.000016500000000000015	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.03738317757009349
1	0.00018	0.0001	0.000052177581392778313	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.10356583218373844
1	0.00018	0.0001	0.00016500000000000016	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.235294117647059
1	0.00018	0.0001	0.0005217758139277831	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.39361254767503817
1	0.00018	0.0001	0.0016500000000000017	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.5000000000000001
1	0.00036	0.0001	0.000016500000000000015	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.023529411764705903
1	0.00036	0.0001	0.000052177581392778313	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.06601047571169773
1	0.00036	0.0001	0.00016500000000000016	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.1538461538461539
1	0.00036	0.0001	0.0005217758139277831	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.26561052385648354
1	0.00036	0.0001	0.0016500000000000017	0	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_nadp_prod_inhib_dhap.txt"	0.3448275862068966
1	0	3.0000000000000013e-6	0.0001	3.5e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.057901085645355864
1	0	9.486832980505141e-6	0.0001	3.5e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.15517252975139625
1	0	0.00003000000000000001	0.0001	3.5e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.33103448275862074
1	0	0.00009486832980505142	0.0001	3.5e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.5159442342521813
1	0	0.00030000000000000014	0.0001	3.5e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.6266318537859008
1	0	3.0000000000000013e-6	0.0001	7.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.042477876106194704
1	0	9.486832980505141e-6	0.0001	7.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.11459214550830052
1	0	0.00003000000000000001	0.0001	7.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.2474226804123712
1	0	0.00009486832980505142	0.0001	7.e-7	1	7.4	23	"C:\MASSef\examples\fit_G3PD2_typeI\input\otherRateRelFor_glyc3p_prod_inhib_nadph.txt"	0.39060056309756436
