Priority	3pg[c]	3php[c]	nad[c]	nadh[c]	param_PGCD_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0.00009	0	0.0004777286046641971	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_nadh.txt"	0.7992399910868982
1	0	0.00009	0	0.0007571488133762321	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_nadh.txt"	0.86319311139679
1	0	0.00009	0	0.0012000000000000008	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_nadh.txt"	0.9090909090909091
1	0	0.000035000000000000004	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.09090909090909093
1	0	0.000055471261736139	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.13680688860321008
1	0	0.00008791602510283538	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.2007600089131019
1	0	0.0001393375096937241	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.28474724895080145
1	0	0.00022083507056806757	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.3868631798468569
1	0	0.00035000000000000005	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.5
1	0	0.0005547126173613899	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.6131368201531431
1	0	0.0008791602510283538	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.7152527510491987
1	0	0.0013933750969372409	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.7992399910868982
1	0	0.0022083507056806758	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.8631931113967899
1	0	0.0035	0	0.0001	1	7.1	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateRev_3php.txt"	0.9090909090909091
1	0.00011899999999999995	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.09090909090909087
1	0.0001886022899028725	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.13680688860321
1	0.0002989144853496399	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.20076000891310167
1	0.00047374753295866164	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.28474724895080133
1	0.0007508392399314301	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.386863179846857
1	0.0011899999999999994	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.4999999999999999
1	0.0018860228990287252	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.6131368201531431
1	0.0029891448534963986	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.7152527510491984
1	0.004737475329586616	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.7992399910868982
1	0.007508392399314301	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.86319311139679
1	0.011899999999999996	0	0.0005	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_3pg.txt"	0.9090909090909091
1	0.005	0	1.e-6	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.0909090909090909
1	0.005	0	1.584893192461114e-6	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.13680688860321005
1	0.005	0	2.5118864315095823e-6	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.2007600089131019
1	0.005	0	3.981071705534969e-6	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.2847472489508012
1	0.005	0	6.30957344480193e-6	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.38686317984685686
1	0.005	0	0.00001	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.49999999999999994
1	0.005	0	0.00001584893192461114	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.613136820153143
1	0.005	0	0.000025118864315095822	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.7152527510491987
1	0.005	0	0.000039810717055349695	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.7992399910868981
1	0.005	0	0.00006309573444801929	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.8631931113967899
1	0.005	0	0.0001	0	1	9	30	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/relRateFor_nad.txt"	0.9090909090909091
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
1	1	0	1	0	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_typeII/input/absRateFor.txt"	0.55
