Priority	3psme[c]	pep[c]	pi[c]	skm5p[c]	param_PSCVT_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0.00040190182904153337	0	1	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\relRateFor_pep.txt"	0.7152527510491988
1	0	0.0006369714728855961	0	1	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\relRateFor_pep.txt"	0.7992399910868984
1	0	0.0010095317511683093	0	1	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\relRateFor_pep.txt"	0.86319311139679
1	0	0.001600000000000001	0	1	1	7.5	25	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\relRateFor_pep.txt"	0.9090909090909092
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
1	0	1	0	1	1	7.5	37	"C:\MASSef\Enzyme\PSCVT\fit_GAPD_typeII\input\absRateFor.txt"	42.039355189350104
